nome_inct,tipo_producao,periodo,n_tipos_producao
INCT de Engenharia de Superfícies,Artigo Aceito Para Publicacao,2015-2020,1
INCT de Engenharia de Superfícies,Artigo Aceito Para Publicacao,2020-2025,13
INCT de Engenharia de Superfícies,Artigo Publicado,2010-2015,1226
INCT de Engenharia de Superfícies,Artigo Publicado,2015-2020,1022
INCT de Engenharia de Superfícies,Artigo Publicado,2020-2025,809
INCT de Engenharia de Superfícies,Capitulo De Livro Publicado,2010-2015,52
INCT de Engenharia de Superfícies,Capitulo De Livro Publicado,2015-2020,48
INCT de Engenharia de Superfícies,Capitulo De Livro Publicado,2020-2025,28
INCT de Engenharia de Superfícies,Livro Publicado Ou Organizado,2010-2015,6
INCT de Engenharia de Superfícies,Livro Publicado Ou Organizado,2015-2020,7
INCT de Engenharia de Superfícies,Livro Publicado Ou Organizado,2020-2025,9
INCT de Engenharia de Superfícies,Outra Producao Bibliografica,2010-2015,19
INCT de Engenharia de Superfícies,Outra Producao Bibliografica,2015-2020,1
INCT de Engenharia de Superfícies,Prefacio Posfacio,2010-2015,2
INCT de Engenharia de Superfícies,Texto Em Jornal Ou Revista,2010-2015,16
INCT de Engenharia de Superfícies,Texto Em Jornal Ou Revista,2015-2020,7
INCT de Engenharia de Superfícies,Texto Em Jornal Ou Revista,2020-2025,7
INCT de Engenharia de Superfícies,Trabalho Em Eventos,2010-2015,1321
INCT de Engenharia de Superfícies,Trabalho Em Eventos,2015-2020,631
INCT de Engenharia de Superfícies,Trabalho Em Eventos,2020-2025,321
INCT de Engenharia de Superfícies,Traducao,2010-2015,1
INCT de Entomologia Molecular,Artigo Aceito Para Publicacao,2010-2015,9
INCT de Entomologia Molecular,Artigo Aceito Para Publicacao,2015-2020,11
INCT de Entomologia Molecular,Artigo Aceito Para Publicacao,2020-2025,18
INCT de Entomologia Molecular,Artigo Publicado,2010-2015,2191
INCT de Entomologia Molecular,Artigo Publicado,2015-2020,2412
INCT de Entomologia Molecular,Artigo Publicado,2020-2025,1953
INCT de Entomologia Molecular,Capitulo De Livro Publicado,2010-2015,129
INCT de Entomologia Molecular,Capitulo De Livro Publicado,2015-2020,82
INCT de Entomologia Molecular,Capitulo De Livro Publicado,2020-2025,166
INCT de Entomologia Molecular,Livro Publicado Ou Organizado,2010-2015,17
INCT de Entomologia Molecular,Livro Publicado Ou Organizado,2015-2020,14
INCT de Entomologia Molecular,Livro Publicado Ou Organizado,2020-2025,39
INCT de Entomologia Molecular,Outra Producao Bibliografica,2010-2015,38
INCT de Entomologia Molecular,Outra Producao Bibliografica,2015-2020,27
INCT de Entomologia Molecular,Outra Producao Bibliografica,2020-2025,19
INCT de Entomologia Molecular,Prefacio Posfacio,2010-2015,1
INCT de Entomologia Molecular,Texto Em Jornal Ou Revista,2010-2015,58
INCT de Entomologia Molecular,Texto Em Jornal Ou Revista,2015-2020,31
INCT de Entomologia Molecular,Texto Em Jornal Ou Revista,2020-2025,11
INCT de Entomologia Molecular,Trabalho Em Eventos,2010-2015,3106
INCT de Entomologia Molecular,Trabalho Em Eventos,2015-2020,1509
INCT de Entomologia Molecular,Trabalho Em Eventos,2020-2025,792
INCT de Entomologia Molecular,Traducao,2010-2015,1
INCT de Entomologia Molecular,Traducao,2015-2020,3
INCT de Entomologia Molecular,Traducao,2020-2025,4
INCT de Epidemiologia da Amazônia Ocidental,Artigo Aceito Para Publicacao,2010-2015,6
INCT de Epidemiologia da Amazônia Ocidental,Artigo Aceito Para Publicacao,2015-2020,2
INCT de Epidemiologia da Amazônia Ocidental,Artigo Aceito Para Publicacao,2020-2025,14
INCT de Epidemiologia da Amazônia Ocidental,Artigo Publicado,2010-2015,937
INCT de Epidemiologia da Amazônia Ocidental,Artigo Publicado,2015-2020,1033
INCT de Epidemiologia da Amazônia Ocidental,Artigo Publicado,2020-2025,952
INCT de Epidemiologia da Amazônia Ocidental,Capitulo De Livro Publicado,2010-2015,73
INCT de Epidemiologia da Amazônia Ocidental,Capitulo De Livro Publicado,2015-2020,85
INCT de Epidemiologia da Amazônia Ocidental,Capitulo De Livro Publicado,2020-2025,83
INCT de Epidemiologia da Amazônia Ocidental,Livro Publicado Ou Organizado,2010-2015,10
INCT de Epidemiologia da Amazônia Ocidental,Livro Publicado Ou Organizado,2015-2020,31
INCT de Epidemiologia da Amazônia Ocidental,Livro Publicado Ou Organizado,2020-2025,21
INCT de Epidemiologia da Amazônia Ocidental,Outra Producao Bibliografica,2010-2015,12
INCT de Epidemiologia da Amazônia Ocidental,Outra Producao Bibliografica,2015-2020,16
INCT de Epidemiologia da Amazônia Ocidental,Outra Producao Bibliografica,2020-2025,5
INCT de Epidemiologia da Amazônia Ocidental,Texto Em Jornal Ou Revista,2010-2015,21
INCT de Epidemiologia da Amazônia Ocidental,Texto Em Jornal Ou Revista,2015-2020,39
INCT de Epidemiologia da Amazônia Ocidental,Texto Em Jornal Ou Revista,2020-2025,5
INCT de Epidemiologia da Amazônia Ocidental,Trabalho Em Eventos,2010-2015,1156
INCT de Epidemiologia da Amazônia Ocidental,Trabalho Em Eventos,2015-2020,882
INCT de Epidemiologia da Amazônia Ocidental,Trabalho Em Eventos,2020-2025,435
INCT de Estudos Comparados em Administração Institucional de Conflitos,Artigo Aceito Para Publicacao,2010-2015,8
INCT de Estudos Comparados em Administração Institucional de Conflitos,Artigo Aceito Para Publicacao,2015-2020,21
INCT de Estudos Comparados em Administração Institucional de Conflitos,Artigo Aceito Para Publicacao,2020-2025,63
INCT de Estudos Comparados em Administração Institucional de Conflitos,Artigo Publicado,2010-2015,973
INCT de Estudos Comparados em Administração Institucional de Conflitos,Artigo Publicado,2015-2020,1226
INCT de Estudos Comparados em Administração Institucional de Conflitos,Artigo Publicado,2020-2025,1205
INCT de Estudos Comparados em Administração Institucional de Conflitos,Capitulo De Livro Publicado,2010-2015,791
INCT de Estudos Comparados em Administração Institucional de Conflitos,Capitulo De Livro Publicado,2015-2020,1098
INCT de Estudos Comparados em Administração Institucional de Conflitos,Capitulo De Livro Publicado,2020-2025,975
INCT de Estudos Comparados em Administração Institucional de Conflitos,Livro Publicado Ou Organizado,2010-2015,286
INCT de Estudos Comparados em Administração Institucional de Conflitos,Livro Publicado Ou Organizado,2015-2020,336
INCT de Estudos Comparados em Administração Institucional de Conflitos,Livro Publicado Ou Organizado,2020-2025,346
INCT de Estudos Comparados em Administração Institucional de Conflitos,Outra Producao Bibliografica,2010-2015,193
INCT de Estudos Comparados em Administração Institucional de Conflitos,Outra Producao Bibliografica,2015-2020,230
INCT de Estudos Comparados em Administração Institucional de Conflitos,Outra Producao Bibliografica,2020-2025,111
INCT de Estudos Comparados em Administração Institucional de Conflitos,Prefacio Posfacio,2010-2015,119
INCT de Estudos Comparados em Administração Institucional de Conflitos,Prefacio Posfacio,2015-2020,168
INCT de Estudos Comparados em Administração Institucional de Conflitos,Prefacio Posfacio,2020-2025,108
INCT de Estudos Comparados em Administração Institucional de Conflitos,Texto Em Jornal Ou Revista,2010-2015,330
INCT de Estudos Comparados em Administração Institucional de Conflitos,Texto Em Jornal Ou Revista,2015-2020,412
INCT de Estudos Comparados em Administração Institucional de Conflitos,Texto Em Jornal Ou Revista,2020-2025,410
INCT de Estudos Comparados em Administração Institucional de Conflitos,Trabalho Em Eventos,2010-2015,1441
INCT de Estudos Comparados em Administração Institucional de Conflitos,Trabalho Em Eventos,2015-2020,1135
INCT de Estudos Comparados em Administração Institucional de Conflitos,Trabalho Em Eventos,2020-2025,568
INCT de Estudos Comparados em Administração Institucional de Conflitos,Traducao,2010-2015,85
INCT de Estudos Comparados em Administração Institucional de Conflitos,Traducao,2015-2020,48
INCT de Estudos Comparados em Administração Institucional de Conflitos,Traducao,2020-2025,24
INCT de Fluidos Complexos,Artigo Aceito Para Publicacao,2010-2015,3
INCT de Fluidos Complexos,Artigo Aceito Para Publicacao,2015-2020,3
INCT de Fluidos Complexos,Artigo Aceito Para Publicacao,2020-2025,21
INCT de Fluidos Complexos,Artigo Publicado,2010-2015,1454
INCT de Fluidos Complexos,Artigo Publicado,2015-2020,1352
INCT de Fluidos Complexos,Artigo Publicado,2020-2025,1007
INCT de Fluidos Complexos,Capitulo De Livro Publicado,2010-2015,127
INCT de Fluidos Complexos,Capitulo De Livro Publicado,2015-2020,83
INCT de Fluidos Complexos,Capitulo De Livro Publicado,2020-2025,60
INCT de Fluidos Complexos,Livro Publicado Ou Organizado,2010-2015,16
INCT de Fluidos Complexos,Livro Publicado Ou Organizado,2015-2020,18
INCT de Fluidos Complexos,Livro Publicado Ou Organizado,2020-2025,22
INCT de Fluidos Complexos,Outra Producao Bibliografica,2010-2015,26
INCT de Fluidos Complexos,Outra Producao Bibliografica,2015-2020,18
INCT de Fluidos Complexos,Outra Producao Bibliografica,2020-2025,1
INCT de Fluidos Complexos,Prefacio Posfacio,2010-2015,6
INCT de Fluidos Complexos,Prefacio Posfacio,2015-2020,1
INCT de Fluidos Complexos,Prefacio Posfacio,2020-2025,3
INCT de Fluidos Complexos,Texto Em Jornal Ou Revista,2010-2015,55
INCT de Fluidos Complexos,Texto Em Jornal Ou Revista,2015-2020,56
INCT de Fluidos Complexos,Texto Em Jornal Ou Revista,2020-2025,52
INCT de Fluidos Complexos,Trabalho Em Eventos,2010-2015,976
INCT de Fluidos Complexos,Trabalho Em Eventos,2015-2020,445
INCT de Fluidos Complexos,Trabalho Em Eventos,2020-2025,205
INCT de Fluidos Complexos,Traducao,2015-2020,1
INCT de Fotônica (INCT-INFO),Artigo Aceito Para Publicacao,2010-2015,14
INCT de Fotônica (INCT-INFO),Artigo Aceito Para Publicacao,2015-2020,10
INCT de Fotônica (INCT-INFO),Artigo Aceito Para Publicacao,2020-2025,24
INCT de Fotônica (INCT-INFO),Artigo Publicado,2010-2015,2473
INCT de Fotônica (INCT-INFO),Artigo Publicado,2015-2020,2445
INCT de Fotônica (INCT-INFO),Artigo Publicado,2020-2025,2066
INCT de Fotônica (INCT-INFO),Capitulo De Livro Publicado,2010-2015,153
INCT de Fotônica (INCT-INFO),Capitulo De Livro Publicado,2015-2020,167
INCT de Fotônica (INCT-INFO),Capitulo De Livro Publicado,2020-2025,159
INCT de Fotônica (INCT-INFO),Livro Publicado Ou Organizado,2010-2015,14
INCT de Fotônica (INCT-INFO),Livro Publicado Ou Organizado,2015-2020,26
INCT de Fotônica (INCT-INFO),Livro Publicado Ou Organizado,2020-2025,23
INCT de Fotônica (INCT-INFO),Outra Producao Bibliografica,2010-2015,29
INCT de Fotônica (INCT-INFO),Outra Producao Bibliografica,2015-2020,12
INCT de Fotônica (INCT-INFO),Outra Producao Bibliografica,2020-2025,9
INCT de Fotônica (INCT-INFO),Prefacio Posfacio,2010-2015,1
INCT de Fotônica (INCT-INFO),Prefacio Posfacio,2015-2020,1
INCT de Fotônica (INCT-INFO),Prefacio Posfacio,2020-2025,2
INCT de Fotônica (INCT-INFO),Texto Em Jornal Ou Revista,2010-2015,63
INCT de Fotônica (INCT-INFO),Texto Em Jornal Ou Revista,2015-2020,17
INCT de Fotônica (INCT-INFO),Texto Em Jornal Ou Revista,2020-2025,17
INCT de Fotônica (INCT-INFO),Trabalho Em Eventos,2010-2015,3432
INCT de Fotônica (INCT-INFO),Trabalho Em Eventos,2015-2020,2683
INCT de Fotônica (INCT-INFO),Trabalho Em Eventos,2020-2025,1220
INCT de Fotônica (INCT-INFO),Traducao,2010-2015,1
INCT de Frutos Tropicais,Artigo Aceito Para Publicacao,2010-2015,2
INCT de Frutos Tropicais,Artigo Aceito Para Publicacao,2015-2020,5
INCT de Frutos Tropicais,Artigo Aceito Para Publicacao,2020-2025,5
INCT de Frutos Tropicais,Artigo Publicado,2010-2015,816
INCT de Frutos Tropicais,Artigo Publicado,2015-2020,896
INCT de Frutos Tropicais,Artigo Publicado,2020-2025,637
INCT de Frutos Tropicais,Capitulo De Livro Publicado,2010-2015,51
INCT de Frutos Tropicais,Capitulo De Livro Publicado,2015-2020,102
INCT de Frutos Tropicais,Capitulo De Livro Publicado,2020-2025,43
INCT de Frutos Tropicais,Livro Publicado Ou Organizado,2010-2015,11
INCT de Frutos Tropicais,Livro Publicado Ou Organizado,2015-2020,13
INCT de Frutos Tropicais,Livro Publicado Ou Organizado,2020-2025,8
INCT de Frutos Tropicais,Outra Producao Bibliografica,2010-2015,54
INCT de Frutos Tropicais,Outra Producao Bibliografica,2015-2020,31
INCT de Frutos Tropicais,Outra Producao Bibliografica,2020-2025,8
INCT de Frutos Tropicais,Prefacio Posfacio,2010-2015,1
INCT de Frutos Tropicais,Prefacio Posfacio,2015-2020,1
INCT de Frutos Tropicais,Texto Em Jornal Ou Revista,2010-2015,25
INCT de Frutos Tropicais,Texto Em Jornal Ou Revista,2015-2020,3
INCT de Frutos Tropicais,Texto Em Jornal Ou Revista,2020-2025,3
INCT de Frutos Tropicais,Trabalho Em Eventos,2010-2015,1309
INCT de Frutos Tropicais,Trabalho Em Eventos,2015-2020,503
INCT de Frutos Tropicais,Trabalho Em Eventos,2020-2025,148
INCT de Fármacos e Medicamentos,Artigo Aceito Para Publicacao,2020-2025,15
INCT de Fármacos e Medicamentos,Artigo Publicado,2010-2015,1735
INCT de Fármacos e Medicamentos,Artigo Publicado,2015-2020,1537
INCT de Fármacos e Medicamentos,Artigo Publicado,2020-2025,1164
INCT de Fármacos e Medicamentos,Capitulo De Livro Publicado,2010-2015,96
INCT de Fármacos e Medicamentos,Capitulo De Livro Publicado,2015-2020,87
INCT de Fármacos e Medicamentos,Capitulo De Livro Publicado,2020-2025,81
INCT de Fármacos e Medicamentos,Livro Publicado Ou Organizado,2010-2015,12
INCT de Fármacos e Medicamentos,Livro Publicado Ou Organizado,2015-2020,15
INCT de Fármacos e Medicamentos,Livro Publicado Ou Organizado,2020-2025,11
INCT de Fármacos e Medicamentos,Outra Producao Bibliografica,2010-2015,34
INCT de Fármacos e Medicamentos,Outra Producao Bibliografica,2015-2020,25
INCT de Fármacos e Medicamentos,Outra Producao Bibliografica,2020-2025,11
INCT de Fármacos e Medicamentos,Prefacio Posfacio,2010-2015,1
INCT de Fármacos e Medicamentos,Prefacio Posfacio,2020-2025,2
INCT de Fármacos e Medicamentos,Texto Em Jornal Ou Revista,2010-2015,90
INCT de Fármacos e Medicamentos,Texto Em Jornal Ou Revista,2015-2020,41
INCT de Fármacos e Medicamentos,Texto Em Jornal Ou Revista,2020-2025,36
INCT de Fármacos e Medicamentos,Trabalho Em Eventos,2010-2015,1896
INCT de Fármacos e Medicamentos,Trabalho Em Eventos,2015-2020,900
INCT de Fármacos e Medicamentos,Trabalho Em Eventos,2020-2025,383
INCT de Fármacos e Medicamentos,Traducao,2015-2020,2
INCT de Genética Médica Populacional (INCT-INAGEMP),Artigo Aceito Para Publicacao,2010-2015,7
INCT de Genética Médica Populacional (INCT-INAGEMP),Artigo Aceito Para Publicacao,2015-2020,16
INCT de Genética Médica Populacional (INCT-INAGEMP),Artigo Aceito Para Publicacao,2020-2025,27
INCT de Genética Médica Populacional (INCT-INAGEMP),Artigo Publicado,2010-2015,2141
INCT de Genética Médica Populacional (INCT-INAGEMP),Artigo Publicado,2015-2020,2182
INCT de Genética Médica Populacional (INCT-INAGEMP),Artigo Publicado,2020-2025,1753
INCT de Genética Médica Populacional (INCT-INAGEMP),Capitulo De Livro Publicado,2010-2015,228
INCT de Genética Médica Populacional (INCT-INAGEMP),Capitulo De Livro Publicado,2015-2020,197
INCT de Genética Médica Populacional (INCT-INAGEMP),Capitulo De Livro Publicado,2020-2025,181
INCT de Genética Médica Populacional (INCT-INAGEMP),Livro Publicado Ou Organizado,2010-2015,46
INCT de Genética Médica Populacional (INCT-INAGEMP),Livro Publicado Ou Organizado,2015-2020,41
INCT de Genética Médica Populacional (INCT-INAGEMP),Livro Publicado Ou Organizado,2020-2025,50
INCT de Genética Médica Populacional (INCT-INAGEMP),Outra Producao Bibliografica,2010-2015,49
INCT de Genética Médica Populacional (INCT-INAGEMP),Outra Producao Bibliografica,2015-2020,128
INCT de Genética Médica Populacional (INCT-INAGEMP),Outra Producao Bibliografica,2020-2025,68
INCT de Genética Médica Populacional (INCT-INAGEMP),Prefacio Posfacio,2010-2015,12
INCT de Genética Médica Populacional (INCT-INAGEMP),Prefacio Posfacio,2015-2020,7
INCT de Genética Médica Populacional (INCT-INAGEMP),Prefacio Posfacio,2020-2025,6
INCT de Genética Médica Populacional (INCT-INAGEMP),Texto Em Jornal Ou Revista,2010-2015,49
INCT de Genética Médica Populacional (INCT-INAGEMP),Texto Em Jornal Ou Revista,2015-2020,36
INCT de Genética Médica Populacional (INCT-INAGEMP),Texto Em Jornal Ou Revista,2020-2025,29
INCT de Genética Médica Populacional (INCT-INAGEMP),Trabalho Em Eventos,2010-2015,2808
INCT de Genética Médica Populacional (INCT-INAGEMP),Trabalho Em Eventos,2015-2020,1629
INCT de Genética Médica Populacional (INCT-INAGEMP),Trabalho Em Eventos,2020-2025,974
INCT de Genética Médica Populacional (INCT-INAGEMP),Traducao,2010-2015,7
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Artigo Aceito Para Publicacao,2010-2015,7
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Artigo Aceito Para Publicacao,2015-2020,5
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Artigo Aceito Para Publicacao,2020-2025,8
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Artigo Publicado,2010-2015,1040
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Artigo Publicado,2015-2020,1266
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Artigo Publicado,2020-2025,714
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Capitulo De Livro Publicado,2010-2015,92
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Capitulo De Livro Publicado,2015-2020,120
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Capitulo De Livro Publicado,2020-2025,114
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Livro Publicado Ou Organizado,2010-2015,26
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Livro Publicado Ou Organizado,2015-2020,21
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Livro Publicado Ou Organizado,2020-2025,26
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Outra Producao Bibliografica,2010-2015,102
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Outra Producao Bibliografica,2015-2020,102
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Outra Producao Bibliografica,2020-2025,23
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Prefacio Posfacio,2010-2015,1
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Prefacio Posfacio,2015-2020,1
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Prefacio Posfacio,2020-2025,1
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Texto Em Jornal Ou Revista,2010-2015,135
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Texto Em Jornal Ou Revista,2015-2020,127
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Texto Em Jornal Ou Revista,2020-2025,56
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Trabalho Em Eventos,2010-2015,2170
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Trabalho Em Eventos,2015-2020,956
INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Trabalho Em Eventos,2020-2025,229
INCT de Geofísica do Petróleo,Artigo Aceito Para Publicacao,2010-2015,2
INCT de Geofísica do Petróleo,Artigo Aceito Para Publicacao,2015-2020,3
INCT de Geofísica do Petróleo,Artigo Aceito Para Publicacao,2020-2025,10
INCT de Geofísica do Petróleo,Artigo Publicado,2010-2015,396
INCT de Geofísica do Petróleo,Artigo Publicado,2015-2020,422
INCT de Geofísica do Petróleo,Artigo Publicado,2020-2025,411
INCT de Geofísica do Petróleo,Capitulo De Livro Publicado,2010-2015,10
INCT de Geofísica do Petróleo,Capitulo De Livro Publicado,2015-2020,22
INCT de Geofísica do Petróleo,Capitulo De Livro Publicado,2020-2025,16
INCT de Geofísica do Petróleo,Livro Publicado Ou Organizado,2010-2015,10
INCT de Geofísica do Petróleo,Livro Publicado Ou Organizado,2015-2020,5
INCT de Geofísica do Petróleo,Livro Publicado Ou Organizado,2020-2025,5
INCT de Geofísica do Petróleo,Outra Producao Bibliografica,2010-2015,50
INCT de Geofísica do Petróleo,Outra Producao Bibliografica,2015-2020,26
INCT de Geofísica do Petróleo,Outra Producao Bibliografica,2020-2025,12
INCT de Geofísica do Petróleo,Prefacio Posfacio,2010-2015,1
INCT de Geofísica do Petróleo,Texto Em Jornal Ou Revista,2010-2015,2
INCT de Geofísica do Petróleo,Texto Em Jornal Ou Revista,2015-2020,11
INCT de Geofísica do Petróleo,Texto Em Jornal Ou Revista,2020-2025,13
INCT de Geofísica do Petróleo,Trabalho Em Eventos,2010-2015,773
INCT de Geofísica do Petróleo,Trabalho Em Eventos,2015-2020,612
INCT de Geofísica do Petróleo,Trabalho Em Eventos,2020-2025,413
INCT de Geofísica do Petróleo,Traducao,2010-2015,3
INCT de Geofísica do Petróleo,Traducao,2015-2020,5
INCT de Hormônios e Saúde da Mulher,Artigo Aceito Para Publicacao,2010-2015,6
INCT de Hormônios e Saúde da Mulher,Artigo Aceito Para Publicacao,2015-2020,14
INCT de Hormônios e Saúde da Mulher,Artigo Aceito Para Publicacao,2020-2025,19
INCT de Hormônios e Saúde da Mulher,Artigo Publicado,2010-2015,2006
INCT de Hormônios e Saúde da Mulher,Artigo Publicado,2015-2020,1616
INCT de Hormônios e Saúde da Mulher,Artigo Publicado,2020-2025,1094
INCT de Hormônios e Saúde da Mulher,Capitulo De Livro Publicado,2010-2015,395
INCT de Hormônios e Saúde da Mulher,Capitulo De Livro Publicado,2015-2020,388
INCT de Hormônios e Saúde da Mulher,Capitulo De Livro Publicado,2020-2025,278
INCT de Hormônios e Saúde da Mulher,Livro Publicado Ou Organizado,2010-2015,33
INCT de Hormônios e Saúde da Mulher,Livro Publicado Ou Organizado,2015-2020,21
INCT de Hormônios e Saúde da Mulher,Livro Publicado Ou Organizado,2020-2025,26
INCT de Hormônios e Saúde da Mulher,Outra Producao Bibliografica,2010-2015,47
INCT de Hormônios e Saúde da Mulher,Outra Producao Bibliografica,2015-2020,29
INCT de Hormônios e Saúde da Mulher,Outra Producao Bibliografica,2020-2025,10
INCT de Hormônios e Saúde da Mulher,Prefacio Posfacio,2010-2015,2
INCT de Hormônios e Saúde da Mulher,Prefacio Posfacio,2015-2020,1
INCT de Hormônios e Saúde da Mulher,Texto Em Jornal Ou Revista,2010-2015,128
INCT de Hormônios e Saúde da Mulher,Texto Em Jornal Ou Revista,2015-2020,37
INCT de Hormônios e Saúde da Mulher,Texto Em Jornal Ou Revista,2020-2025,27
INCT de Hormônios e Saúde da Mulher,Trabalho Em Eventos,2010-2015,1714
INCT de Hormônios e Saúde da Mulher,Trabalho Em Eventos,2015-2020,645
INCT de Hormônios e Saúde da Mulher,Trabalho Em Eventos,2020-2025,398
INCT de Hormônios e Saúde da Mulher,Traducao,2010-2015,7
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Artigo Aceito Para Publicacao,2010-2015,24
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Artigo Aceito Para Publicacao,2015-2020,20
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Artigo Aceito Para Publicacao,2020-2025,33
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Artigo Publicado,2010-2015,2364
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Artigo Publicado,2015-2020,2214
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Artigo Publicado,2020-2025,1781
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Capitulo De Livro Publicado,2010-2015,291
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Capitulo De Livro Publicado,2015-2020,256
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Capitulo De Livro Publicado,2020-2025,206
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Livro Publicado Ou Organizado,2010-2015,75
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Livro Publicado Ou Organizado,2015-2020,66
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Livro Publicado Ou Organizado,2020-2025,40
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Outra Producao Bibliografica,2010-2015,66
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Outra Producao Bibliografica,2015-2020,57
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Outra Producao Bibliografica,2020-2025,103
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Prefacio Posfacio,2010-2015,16
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Prefacio Posfacio,2015-2020,10
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Prefacio Posfacio,2020-2025,9
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Texto Em Jornal Ou Revista,2010-2015,131
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Texto Em Jornal Ou Revista,2015-2020,93
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Texto Em Jornal Ou Revista,2020-2025,59
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Trabalho Em Eventos,2010-2015,1713
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Trabalho Em Eventos,2015-2020,721
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Trabalho Em Eventos,2020-2025,405
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Traducao,2010-2015,19
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Traducao,2015-2020,2
INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Traducao,2020-2025,4
INCT de Investigação em Imunologia,Artigo Aceito Para Publicacao,2010-2015,3
INCT de Investigação em Imunologia,Artigo Aceito Para Publicacao,2015-2020,2
INCT de Investigação em Imunologia,Artigo Aceito Para Publicacao,2020-2025,2
INCT de Investigação em Imunologia,Artigo Publicado,2010-2015,1153
INCT de Investigação em Imunologia,Artigo Publicado,2015-2020,1024
INCT de Investigação em Imunologia,Artigo Publicado,2020-2025,952
INCT de Investigação em Imunologia,Capitulo De Livro Publicado,2010-2015,113
INCT de Investigação em Imunologia,Capitulo De Livro Publicado,2015-2020,57
INCT de Investigação em Imunologia,Capitulo De Livro Publicado,2020-2025,52
INCT de Investigação em Imunologia,Livro Publicado Ou Organizado,2010-2015,12
INCT de Investigação em Imunologia,Livro Publicado Ou Organizado,2015-2020,7
INCT de Investigação em Imunologia,Livro Publicado Ou Organizado,2020-2025,9
INCT de Investigação em Imunologia,Outra Producao Bibliografica,2010-2015,4
INCT de Investigação em Imunologia,Outra Producao Bibliografica,2015-2020,7
INCT de Investigação em Imunologia,Outra Producao Bibliografica,2020-2025,3
INCT de Investigação em Imunologia,Prefacio Posfacio,2010-2015,4
INCT de Investigação em Imunologia,Texto Em Jornal Ou Revista,2010-2015,75
INCT de Investigação em Imunologia,Texto Em Jornal Ou Revista,2015-2020,43
INCT de Investigação em Imunologia,Texto Em Jornal Ou Revista,2020-2025,23
